Timestamp,FPS,Inference Time (s),Latency (s),RAM Usage (%),CPU Usage (%),GPU Usage (%)
2025-07-03T09:54:31.590404,3.77,0.0758,0.0842,84.9,42.1,35.0
2025-07-03T09:54:31.840051,3.78,0.0748,0.102,84.9,41.4,35.0
2025-07-03T09:54:32.091943,3.78,0.0766,0.101,84.9,42.6,33.0
2025-07-03T09:54:32.341730,3.78,0.0732,0.1002,84.9,48.7,33.0
2025-07-03T09:54:32.605818,3.78,0.0748,0.101,84.9,44.4,33.0
2025-07-03T09:54:32.854421,3.78,0.0739,0.082,84.9,42.6,33.0
2025-07-03T09:54:33.118317,3.78,0.0741,0.1012,84.9,44.2,37.0
2025-07-03T09:54:33.383013,3.78,0.0739,0.1018,84.9,44.7,37.0
2025-07-03T09:54:34.491449,3.78,0.0749,0.1032,84.9,54.3,0.0
2025-07-03T09:54:34.801870,3.76,0.1098,0.129,85.4,44.8,0.0
2025-07-03T09:54:35.529999,3.76,0.093,0.103,85.7,29.1,32.0
2025-07-03T09:54:35.814831,3.75,0.1019,0.1192,85.9,54.7,32.0
2025-07-03T09:54:36.095625,3.75,0.1004,0.1274,86.1,22.5,35.0
2025-07-03T09:54:36.380804,3.75,0.1045,0.1136,85.9,30.3,35.0
2025-07-03T09:54:36.658086,3.75,0.1038,0.121,85.8,21.2,35.0
2025-07-03T09:54:36.939180,3.75,0.109,0.1193,85.9,18.9,35.0
2025-07-03T09:54:37.206242,3.75,0.0918,0.1034,85.9,13.7,34.0
2025-07-03T09:54:37.485264,3.75,0.0959,0.123,85.8,16.4,34.0
2025-07-03T09:54:37.750709,3.75,0.1026,0.1109,85.8,14.7,34.0
2025-07-03T09:54:38.047304,3.75,0.0996,0.1103,85.9,12.4,34.0
2025-07-03T09:54:38.312025,3.75,0.0926,0.1022,85.8,10.3,34.0
2025-07-03T09:54:38.577388,3.75,0.0868,0.1163,85.8,10.9,34.0
2025-07-03T09:54:38.859095,3.75,0.099,0.1265,85.8,17.9,34.0
2025-07-03T09:54:39.143834,3.74,0.0947,0.1258,85.8,15.5,35.0
2025-07-03T09:54:39.418288,3.74,0.0933,0.1209,85.9,14.8,35.0
2025-07-03T09:54:39.686694,3.74,0.0915,0.1046,85.8,9.5,35.0
2025-07-03T09:54:39.950126,3.74,0.0937,0.1028,85.9,17.4,35.0
2025-07-03T09:54:40.235067,3.74,0.098,0.1285,85.9,10.7,36.0
2025-07-03T09:54:40.500648,3.74,0.0921,0.1022,85.9,10.7,36.0
2025-07-03T09:54:40.784722,3.74,0.1003,0.1112,85.8,12.8,36.0
2025-07-03T09:54:41.063885,3.74,0.1031,0.1116,85.9,12.2,35.0
2025-07-03T09:54:41.344150,3.74,0.0919,0.1021,85.8,11.3,35.0
2025-07-03T09:54:41.624656,3.74,0.1009,0.1284,85.9,8.3,35.0
2025-07-03T09:54:41.874971,3.74,0.092,0.1007,85.8,12.1,35.0
2025-07-03T09:54:42.168383,3.74,0.1122,0.1247,85.8,15.7,33.0
2025-07-03T09:54:42.435301,3.74,0.0924,0.1014,85.8,14.2,33.0
2025-07-03T09:54:42.716651,3.74,0.0935,0.1238,85.8,13.6,33.0
2025-07-03T09:54:43.010837,3.74,0.1072,0.1372,85.6,14.6,33.0
2025-07-03T09:54:43.305739,3.74,0.1,0.1298,85.5,11.0,33.0
2025-07-03T09:54:43.585846,3.74,0.0985,0.124,85.5,10.4,33.0
2025-07-03T09:54:43.852703,3.74,0.1014,0.1097,85.6,8.2,33.0
2025-07-03T09:54:44.118276,3.74,0.0924,0.1007,85.5,8.6,33.0
2025-07-03T09:54:44.396808,3.74,0.0941,0.1204,85.6,12.9,33.0
2025-07-03T09:54:44.659360,3.74,0.0915,0.1005,85.5,14.8,33.0
2025-07-03T09:54:44.921702,3.74,0.0886,0.1003,85.5,27.6,33.0
2025-07-03T09:54:45.195188,3.74,0.0933,0.1024,85.6,13.9,33.0
2025-07-03T09:54:45.470090,3.74,0.0891,0.1172,85.5,16.2,33.0
2025-07-03T09:54:45.752732,3.74,0.0949,0.1206,85.6,16.7,33.0
2025-07-03T09:54:46.034361,3.74,0.1144,0.1234,85.6,13.7,33.0
2025-07-03T09:54:46.303615,3.74,0.0914,0.1006,85.6,18.5,33.0
2025-07-03T09:54:46.559886,3.74,0.0936,0.1016,85.7,16.7,33.0
2025-07-03T09:54:46.824205,3.74,0.0935,0.1017,85.6,9.8,33.0
2025-07-03T09:54:47.111672,3.74,0.0907,0.1177,85.6,7.6,33.0
2025-07-03T09:54:47.386974,3.74,0.0955,0.1056,85.6,10.7,33.0
2025-07-03T09:54:47.652682,3.74,0.0893,0.1147,85.6,9.0,33.0
2025-07-03T09:54:47.904543,3.74,0.0927,0.1019,85.6,10.4,33.0
2025-07-03T09:54:48.181802,3.74,0.0935,0.1185,85.6,13.3,34.0
2025-07-03T09:54:48.464279,3.74,0.0904,0.0999,85.6,12.5,34.0
2025-07-03T09:54:48.743563,3.74,0.0931,0.1192,85.7,13.8,34.0
2025-07-03T09:54:49.032522,3.74,0.0945,0.1228,85.6,9.4,36.0
2025-07-03T09:54:49.306527,3.74,0.1056,0.1131,85.6,11.3,36.0
2025-07-03T09:54:49.593808,3.74,0.0908,0.1212,85.6,6.7,36.0
2025-07-03T09:54:49.869607,3.74,0.0965,0.1242,85.6,8.9,36.0
2025-07-03T09:54:50.144465,3.74,0.0977,0.1057,85.6,7.5,34.0
2025-07-03T09:54:50.414820,3.74,0.0932,0.1189,85.6,9.3,34.0
2025-07-03T09:54:50.680232,3.74,0.0926,0.1016,85.6,11.2,34.0
2025-07-03T09:54:50.959183,3.74,0.0944,0.1204,85.7,15.2,34.0
2025-07-03T09:54:51.237766,3.74,0.0952,0.1227,85.6,16.7,35.0
2025-07-03T09:54:51.501661,3.74,0.0907,0.102,85.6,22.0,35.0
2025-07-03T09:54:51.780829,3.74,0.0961,0.1217,85.6,9.1,35.0
2025-07-03T09:54:52.046054,3.74,0.0909,0.099,85.6,12.1,11.0
2025-07-03T09:54:52.326730,3.74,0.0863,0.1145,85.6,11.5,11.0
2025-07-03T09:54:52.608857,3.74,0.0925,0.1191,85.6,10.2,11.0
2025-07-03T09:54:52.873602,3.74,0.0876,0.097,85.6,10.6,11.0
2025-07-03T09:54:53.151607,3.74,0.0899,0.1163,85.7,8.6,8.0
2025-07-03T09:54:53.418010,3.74,0.0941,0.1016,85.6,10.1,8.0
2025-07-03T09:54:53.697246,3.74,0.0963,0.1232,85.6,14.6,8.0
2025-07-03T09:54:53.983832,3.74,0.0914,0.1178,85.6,14.9,8.0
2025-07-03T09:54:54.244333,3.74,0.0969,0.1045,85.6,10.3,36.0
2025-07-03T09:54:54.526485,3.74,0.0917,0.1184,85.6,7.9,36.0
2025-07-03T09:54:54.790127,3.74,0.0951,0.1042,85.6,8.1,36.0
2025-07-03T09:54:55.073413,3.74,0.0874,0.1162,85.6,7.1,35.0
2025-07-03T09:54:55.354837,3.74,0.0905,0.1176,85.6,10.7,35.0
2025-07-03T09:54:55.619284,3.74,0.095,0.1025,85.6,6.4,35.0
2025-07-03T09:54:55.900443,3.74,0.0905,0.1197,85.6,5.8,35.0
2025-07-03T09:54:56.165297,3.74,0.0961,0.1037,85.6,9.7,36.0
2025-07-03T09:54:56.429912,3.74,0.0956,0.1031,85.6,12.4,36.0
2025-07-03T09:54:56.712069,3.74,0.0965,0.1121,85.6,12.6,36.0
2025-07-03T09:54:56.974492,3.74,0.0955,0.1036,85.6,7.6,36.0
2025-07-03T09:54:57.251958,3.74,0.0904,0.1161,85.6,9.8,36.0
2025-07-03T09:54:57.519541,3.74,0.0951,0.1057,85.6,12.6,36.0
2025-07-03T09:54:57.799691,3.74,0.091,0.1179,85.6,16.0,36.0
2025-07-03T09:54:58.083602,3.74,0.0945,0.1236,85.6,11.4,34.0
2025-07-03T09:54:58.346153,3.74,0.0939,0.103,85.6,11.3,34.0
2025-07-03T09:54:58.627167,3.74,0.0868,0.1143,85.6,15.4,34.0
2025-07-03T09:54:58.892444,3.74,0.0981,0.1056,85.6,13.1,34.0
2025-07-03T09:54:59.158142,3.74,0.0972,0.1103,85.6,18.6,8.0
2025-07-03T09:54:59.422938,3.74,0.0928,0.1011,85.6,21.6,8.0
2025-07-03T09:54:59.684277,3.74,0.0936,0.1036,85.7,11.3,8.0
2025-07-03T09:54:59.963857,3.74,0.0913,0.119,85.7,14.2,8.0
2025-07-03T09:55:00.250925,3.74,0.1033,0.1124,85.6,10.9,8.0
2025-07-03T09:55:00.525309,3.73,0.0891,0.1165,85.7,10.3,8.0
2025-07-03T09:55:00.805247,3.73,0.0935,0.1213,85.6,9.2,8.0
2025-07-03T09:55:01.068669,3.73,0.0902,0.0992,85.7,7.4,34.0
2025-07-03T09:55:01.334491,3.73,0.1069,0.1159,85.7,8.6,34.0
2025-07-03T09:55:01.598389,3.73,0.0899,0.1003,85.6,8.4,34.0
2025-07-03T09:55:01.869501,3.73,0.0889,0.1164,85.7,8.5,34.0
2025-07-03T09:55:02.137401,3.73,0.0889,0.0988,85.7,8.9,34.0
2025-07-03T09:55:02.395489,3.73,0.0949,0.1049,85.6,9.8,34.0
2025-07-03T09:55:02.689753,3.73,0.1061,0.1358,85.7,17.6,34.0
2025-07-03T09:55:02.954702,3.73,0.0942,0.1019,85.6,23.7,34.0
2025-07-03T09:55:03.219034,3.73,0.0942,0.1027,85.6,15.0,35.0
2025-07-03T09:55:03.516216,3.73,0.0978,0.1272,85.6,12.8,35.0
2025-07-03T09:55:03.789183,3.73,0.0918,0.0989,85.6,15.0,35.0
2025-07-03T09:55:04.098024,3.73,0.113,0.1414,85.6,9.6,39.0
2025-07-03T09:55:04.371707,3.73,0.0926,0.1197,85.6,7.0,39.0
2025-07-03T09:55:04.650424,3.73,0.0986,0.1243,85.5,5.7,39.0
2025-07-03T09:55:04.916261,3.73,0.0973,0.1053,85.5,9.5,39.0
2025-07-03T09:55:05.189296,3.73,0.0974,0.1065,85.5,8.2,35.0
2025-07-03T09:55:05.449609,3.73,0.0932,0.1012,85.5,11.6,35.0
2025-07-03T09:55:05.713598,3.73,0.0967,0.1079,85.5,13.7,35.0
2025-07-03T09:55:05.979759,3.73,0.0926,0.1001,85.5,16.0,35.0
2025-07-03T09:55:06.242549,3.73,0.0923,0.1008,85.4,14.8,8.0
2025-07-03T09:55:06.511939,3.73,0.093,0.1011,85.4,13.9,8.0
2025-07-03T09:55:06.787251,3.73,0.0888,0.1173,85.4,12.5,8.0
2025-07-03T09:55:07.064564,3.73,0.1053,0.113,85.4,18.4,8.0
2025-07-03T09:55:07.345810,3.73,0.0886,0.1186,85.2,22.4,8.0
2025-07-03T09:55:07.621880,3.73,0.0857,0.1124,85.3,19.0,8.0
2025-07-03T09:55:07.892797,3.73,0.1013,0.1108,85.3,14.0,8.0
2025-07-03T09:55:08.174733,3.73,0.095,0.1247,85.3,13.1,33.0
2025-07-03T09:55:08.455135,3.73,0.0947,0.1044,85.2,12.3,33.0
2025-07-03T09:55:08.732874,3.73,0.0878,0.1149,85.3,10.8,33.0
2025-07-03T09:55:09.000176,3.73,0.0933,0.1032,85.3,16.4,33.0
2025-07-03T09:55:09.249231,3.73,0.0903,0.0983,85.3,16.0,36.0
2025-07-03T09:55:09.540937,3.73,0.0926,0.1209,85.3,10.7,36.0
2025-07-03T09:55:09.808123,3.73,0.0943,0.1028,85.3,12.6,36.0
2025-07-03T09:55:10.091883,3.73,0.0939,0.1197,85.3,7.7,34.0
2025-07-03T09:55:10.373909,3.73,0.0945,0.1207,85.3,8.2,34.0
2025-07-03T09:55:10.639902,3.73,0.0924,0.1015,85.3,8.1,34.0
2025-07-03T09:55:10.907652,3.73,0.0891,0.1155,85.3,8.7,34.0
2025-07-03T09:55:11.170114,3.73,0.0957,0.1089,85.3,6.9,37.0
2025-07-03T09:55:11.433898,3.73,0.0956,0.1046,85.3,7.8,37.0
2025-07-03T09:55:11.715337,3.73,0.0959,0.1207,85.3,11.8,37.0
2025-07-03T09:55:11.994809,3.73,0.0924,0.1187,85.3,14.0,37.0
2025-07-03T09:55:12.267181,3.73,0.0877,0.114,85.3,15.3,7.0
2025-07-03T09:55:12.527972,3.73,0.0899,0.101,85.3,13.3,7.0
2025-07-03T09:55:12.807045,3.73,0.0958,0.1237,85.3,11.6,7.0
2025-07-03T09:55:13.087163,3.73,0.0874,0.1151,85.3,8.1,33.0
2025-07-03T09:55:13.377891,3.73,0.0905,0.1175,85.3,7.9,33.0
2025-07-03T09:55:13.649296,3.73,0.09,0.1168,85.4,9.9,33.0
2025-07-03T09:55:13.914894,3.73,0.0885,0.114,85.4,8.1,33.0
2025-07-03T09:55:14.193531,3.73,0.095,0.1221,85.3,7.1,35.0
2025-07-03T09:55:14.487291,3.73,0.0961,0.1217,85.3,13.0,35.0
2025-07-03T09:55:14.752535,3.73,0.0932,0.1012,85.4,18.5,35.0
2025-07-03T09:55:15.017863,3.73,0.0906,0.1014,85.4,17.9,35.0
2025-07-03T09:55:15.295834,3.73,0.0895,0.1155,85.4,15.1,33.0
2025-07-03T09:55:15.559776,3.73,0.0886,0.1148,85.3,16.2,33.0
2025-07-03T09:55:15.840349,3.73,0.0895,0.1164,85.3,8.1,33.0
2025-07-03T09:55:16.106170,3.73,0.0945,0.1025,85.3,9.1,35.0
2025-07-03T09:55:16.367683,3.73,0.0904,0.1001,85.4,8.5,35.0
2025-07-03T09:55:16.637133,3.73,0.0952,0.1052,85.3,5.3,35.0
2025-07-03T09:55:16.898049,3.73,0.0906,0.0981,85.4,8.3,35.0
2025-07-03T09:55:17.179973,3.73,0.0913,0.1206,85.4,8.7,76.0
2025-07-03T09:55:17.459547,3.73,0.0914,0.1199,85.3,10.3,76.0
2025-07-03T09:55:17.740994,3.73,0.0899,0.1182,85.3,12.0,76.0
2025-07-03T09:55:18.030774,3.73,0.0898,0.1161,85.3,11.6,76.0
2025-07-03T09:55:18.320308,3.73,0.0932,0.1192,85.4,17.2,7.0
2025-07-03T09:55:18.595990,3.73,0.095,0.1214,85.3,15.5,7.0
2025-07-03T09:55:18.860692,3.73,0.0943,0.1053,85.4,17.4,7.0
2025-07-03T09:55:19.155017,3.73,0.1025,0.1298,85.5,10.9,36.0
2025-07-03T09:55:19.436054,3.73,0.0916,0.1204,85.4,8.6,36.0
2025-07-03T09:55:19.711922,3.73,0.0891,0.1147,85.3,9.6,36.0
2025-07-03T09:55:19.979053,3.73,0.0894,0.1141,85.4,11.6,36.0
2025-07-03T09:55:20.258478,3.73,0.0869,0.1141,85.3,13.5,33.0
2025-07-03T09:55:20.523913,3.73,0.0924,0.1025,85.3,11.3,33.0
2025-07-03T09:55:20.803537,3.73,0.0889,0.1162,85.4,10.3,33.0
2025-07-03T09:55:21.084911,3.73,0.0897,0.1169,85.3,8.0,35.0
2025-07-03T09:55:21.350465,3.73,0.0942,0.1042,85.4,8.3,35.0
2025-07-03T09:55:21.613682,3.73,0.0914,0.102,85.4,8.5,35.0
2025-07-03T09:55:21.895010,3.73,0.0866,0.1124,85.3,7.4,35.0
2025-07-03T09:55:22.175352,3.73,0.0935,0.1207,85.3,8.7,36.0
2025-07-03T09:55:22.457510,3.73,0.0887,0.1161,85.4,7.7,36.0
2025-07-03T09:55:22.743519,3.73,0.0891,0.1154,85.4,9.2,36.0
2025-07-03T09:55:23.002963,3.73,0.0968,0.1058,85.3,14.2,36.0
2025-07-03T09:55:23.267978,3.73,0.0884,0.0974,85.4,15.8,34.0
2025-07-03T09:55:23.569489,3.73,0.099,0.1295,85.4,34.1,34.0
2025-07-03T09:55:23.872664,3.73,0.095,0.1266,85.3,12.6,34.0
2025-07-03T09:55:24.157263,3.73,0.0902,0.1186,85.3,11.4,8.0
2025-07-03T09:55:24.439193,3.72,0.0954,0.1199,85.3,8.7,8.0
2025-07-03T09:55:24.688482,3.72,0.0879,0.0956,85.4,10.0,8.0
2025-07-03T09:55:24.985727,3.72,0.1043,0.114,85.4,9.8,8.0
2025-07-03T09:55:25.288336,3.72,0.0937,0.122,85.4,13.0,7.0
2025-07-03T09:55:25.560846,3.72,0.093,0.117,85.4,16.3,7.0
2025-07-03T09:55:25.827091,3.72,0.0871,0.1147,85.3,12.3,7.0
2025-07-03T09:55:26.097644,3.72,0.093,0.1012,85.3,10.4,35.0
2025-07-03T09:55:26.403758,3.72,0.0951,0.1543,85.3,6.3,35.0
2025-07-03T09:55:26.703800,3.72,0.096,0.1242,85.3,10.1,35.0
2025-07-03T09:55:26.965493,3.72,0.0943,0.1038,85.3,10.9,35.0
2025-07-03T09:55:27.242982,3.72,0.087,0.1155,85.3,10.4,35.0
2025-07-03T09:55:27.512521,3.72,0.0918,0.1003,85.3,8.6,35.0
2025-07-03T09:55:27.815091,3.72,0.0947,0.1203,85.4,10.5,35.0
2025-07-03T09:55:28.096557,3.72,0.0919,0.1199,85.3,14.8,35.0
2025-07-03T09:55:28.363688,3.72,0.091,0.1014,85.3,13.3,35.0
2025-07-03T09:55:28.642892,3.72,0.0907,0.1235,85.3,9.6,35.0
2025-07-03T09:55:28.926617,3.72,0.0973,0.1234,85.3,9.4,35.0
2025-07-03T09:55:29.203601,3.72,0.0892,0.1184,85.3,7.7,39.0
2025-07-03T09:55:29.450952,3.72,0.0877,0.0992,85.3,10.7,39.0
2025-07-03T09:55:29.733286,3.72,0.0902,0.1003,85.3,8.7,39.0
2025-07-03T09:55:30.012739,3.72,0.0948,0.1222,85.3,19.4,39.0
2025-07-03T09:55:30.295559,3.72,0.0944,0.123,85.4,16.8,35.0
2025-07-03T09:55:30.572977,3.72,0.0922,0.1184,85.3,18.9,35.0
2025-07-03T09:55:30.853815,3.72,0.088,0.1158,85.3,10.9,35.0
2025-07-03T09:55:31.152711,3.72,0.1044,0.116,85.3,7.2,8.0
2025-07-03T09:55:31.430562,3.72,0.0923,0.121,85.3,8.7,8.0
2025-07-03T09:55:31.710529,3.72,0.1061,0.1318,85.3,11.5,8.0
2025-07-03T09:55:32.003707,3.72,0.1195,0.1298,85.3,11.7,8.0
2025-07-03T09:55:32.283685,3.72,0.0911,0.1165,85.3,12.4,7.0
2025-07-03T09:55:32.536223,3.72,0.0905,0.1,85.3,11.6,7.0
2025-07-03T09:55:32.815428,3.72,0.0937,0.1052,85.3,11.8,7.0
2025-07-03T09:55:33.103820,3.72,0.092,0.12,85.3,19.6,35.0
2025-07-03T09:55:33.388707,3.72,0.0914,0.1176,85.4,6.2,35.0
2025-07-03T09:55:33.673600,3.72,0.0905,0.1179,85.4,8.5,35.0
2025-07-03T09:55:33.947579,3.72,0.0907,0.1211,85.4,6.4,35.0
2025-07-03T09:55:34.212543,3.72,0.0971,0.1066,85.4,9.4,37.0
2025-07-03T09:55:34.492676,3.72,0.0884,0.1161,85.4,7.2,37.0
2025-07-03T09:55:34.759579,3.72,0.0939,0.1019,85.4,7.8,37.0
2025-07-03T09:55:35.022830,3.72,0.0875,0.0945,85.3,13.2,37.0
2025-07-03T09:55:35.300955,3.72,0.0961,0.1034,85.3,13.7,34.0
2025-07-03T09:55:35.565377,3.72,0.0928,0.1025,85.3,20.0,34.0
2025-07-03T09:55:35.846255,3.72,0.0931,0.1023,85.3,26.5,34.0
2025-07-03T09:55:36.124719,3.72,0.0944,0.123,85.3,12.7,34.0
2025-07-03T09:55:36.398801,3.72,0.096,0.1062,85.3,10.0,34.0
2025-07-03T09:55:36.653862,3.72,0.0926,0.1019,85.2,7.2,34.0
2025-07-03T09:55:36.919012,3.72,0.0948,0.1057,85.3,6.8,34.0
2025-07-03T09:55:37.170519,3.72,0.0893,0.0973,85.2,9.6,7.0
2025-07-03T09:55:37.434274,3.72,0.0973,0.1053,85.3,6.5,7.0
2025-07-03T09:55:37.713696,3.72,0.087,0.1146,85.3,7.4,7.0
2025-07-03T09:55:37.979032,3.72,0.0963,0.1038,85.2,6.8,7.0
2025-07-03T09:55:38.259150,3.72,0.0944,0.1052,85.2,10.7,7.0
2025-07-03T09:55:38.543250,3.72,0.0895,0.1174,85.2,11.5,7.0
2025-07-03T09:55:38.819469,3.72,0.0887,0.115,85.2,14.1,7.0
2025-07-03T09:55:39.127424,3.72,0.1193,0.148,85.2,21.0,37.0
2025-07-03T09:55:39.423995,3.72,0.0986,0.1286,85.2,10.2,37.0
2025-07-03T09:55:39.688096,3.72,0.0927,0.1051,85.2,8.2,37.0
2025-07-03T09:55:39.986421,3.72,0.088,0.1165,85.2,11.2,37.0
2025-07-03T09:55:40.252846,3.72,0.0888,0.116,85.2,9.4,33.0
2025-07-03T09:55:40.535407,3.72,0.0953,0.1222,85.2,11.1,33.0
2025-07-03T09:55:40.808437,3.72,0.0886,0.116,85.3,14.0,33.0
2025-07-03T09:55:41.076782,3.72,0.0962,0.1063,85.2,9.7,33.0
2025-07-03T09:55:41.355728,3.72,0.096,0.1237,85.1,11.8,35.0
2025-07-03T09:55:41.647852,3.72,0.0905,0.1182,85.2,7.8,35.0
2025-07-03T09:55:41.918729,3.72,0.0924,0.1183,85.2,8.0,35.0
2025-07-03T09:55:42.180493,3.72,0.0897,0.1015,85.1,6.8,35.0
2025-07-03T09:55:42.457186,3.72,0.0925,0.1015,85.2,8.4,35.0
2025-07-03T09:55:42.739650,3.72,0.0929,0.1197,85.2,6.2,35.0
2025-07-03T09:55:43.021540,3.72,0.094,0.1218,85.2,14.7,35.0
2025-07-03T09:55:43.284092,3.72,0.0972,0.1069,85.1,18.3,34.0
2025-07-03T09:55:43.569214,3.72,0.0902,0.1198,85.2,16.9,34.0
2025-07-03T09:55:43.829371,3.72,0.0887,0.0978,85.2,18.7,34.0
2025-07-03T09:55:44.109237,3.72,0.0901,0.1191,85.2,16.8,8.0
2025-07-03T09:55:44.390192,3.72,0.0942,0.1209,85.1,9.9,8.0
2025-07-03T09:55:44.642725,3.72,0.0891,0.0972,85.1,8.7,8.0
2025-07-03T09:55:44.925760,3.72,0.094,0.1209,85.2,7.9,8.0
2025-07-03T09:55:45.194508,3.72,0.0924,0.1034,85.2,12.8,7.0
2025-07-03T09:55:45.486336,3.72,0.104,0.1304,85.2,13.8,7.0
2025-07-03T09:55:45.765895,3.71,0.09,0.1165,85.1,13.4,7.0
2025-07-03T09:55:46.027796,3.72,0.0868,0.0968,85.2,11.7,7.0
2025-07-03T09:55:46.306856,3.71,0.0926,0.12,85.2,8.9,33.0
2025-07-03T09:55:46.570084,3.72,0.0911,0.0986,85.2,11.5,33.0
2025-07-03T09:55:46.850466,3.71,0.0908,0.1155,85.2,10.4,33.0
2025-07-03T09:55:47.117058,3.71,0.0949,0.1024,85.1,15.0,36.0
2025-07-03T09:55:47.382877,3.71,0.0931,0.1038,85.2,13.2,36.0
2025-07-03T09:55:47.647674,3.71,0.0882,0.1126,85.2,9.9,36.0
2025-07-03T09:55:47.912688,3.72,0.0894,0.0983,85.2,8.7,36.0
2025-07-03T09:55:48.176621,3.72,0.0877,0.1146,85.1,5.7,36.0
2025-07-03T09:55:48.453658,3.72,0.0885,0.1142,85.1,17.9,36.0
2025-07-03T09:55:48.736962,3.71,0.0887,0.1166,85.2,10.6,36.0
2025-07-03T09:55:49.023001,3.71,0.0913,0.1175,85.2,9.6,36.0
2025-07-03T09:55:49.280392,3.71,0.0887,0.0973,85.1,11.3,37.0
2025-07-03T09:55:49.574436,3.71,0.0907,0.1182,85.1,14.9,37.0
2025-07-03T09:55:49.854480,3.71,0.0899,0.1172,85.1,13.6,37.0
2025-07-03T09:55:50.136339,3.71,0.1094,0.1169,85.2,12.7,12.0
2025-07-03T09:55:50.417390,3.71,0.0908,0.119,85.1,9.7,12.0
2025-07-03T09:55:50.684074,3.71,0.0963,0.1029,85.2,7.3,12.0
2025-07-03T09:55:50.960117,3.71,0.0915,0.1182,85.2,11.3,12.0
2025-07-03T09:55:51.249342,3.71,0.0885,0.117,85.2,5.2,7.0
2025-07-03T09:55:51.505753,3.71,0.0911,0.1011,85.3,7.8,7.0
2025-07-03T09:55:51.786455,3.71,0.0971,0.1243,85.2,11.6,7.0
2025-07-03T09:55:52.035273,3.71,0.0911,0.0984,85.2,15.8,7.0
2025-07-03T09:55:52.315826,3.71,0.094,0.1219,85.2,9.8,36.0
2025-07-03T09:55:52.595978,3.71,0.0921,0.1198,85.1,17.6,36.0
2025-07-03T09:55:52.875692,3.71,0.0883,0.1188,85.2,14.8,36.0
2025-07-03T09:55:53.141590,3.71,0.0896,0.1142,85.2,9.4,35.0
2025-07-03T09:55:53.406201,3.71,0.0911,0.1026,85.2,13.1,35.0
2025-07-03T09:55:53.685044,3.71,0.0929,0.119,85.2,12.8,35.0
2025-07-03T09:55:53.976368,3.71,0.092,0.1187,85.2,9.2,35.0
2025-07-03T09:55:54.231981,3.71,0.0913,0.0978,85.2,6.0,33.0
2025-07-03T09:55:54.498135,3.71,0.0888,0.1166,85.1,15.3,33.0
2025-07-03T09:55:54.745552,3.71,0.0846,0.0962,85.1,8.9,33.0
2025-07-03T09:55:55.025345,3.71,0.0886,0.1175,85.1,11.0,33.0
2025-07-03T09:55:55.307750,3.71,0.0946,0.1192,85.2,13.4,35.0
2025-07-03T09:55:55.572702,3.71,0.0969,0.1051,85.2,18.7,35.0
2025-07-03T09:55:55.851992,3.71,0.0893,0.1163,85.2,12.3,35.0
2025-07-03T09:55:56.118007,3.71,0.0908,0.1008,85.1,11.3,36.0
2025-07-03T09:55:56.399677,3.71,0.0876,0.1162,85.1,12.2,36.0
2025-07-03T09:55:56.695133,3.71,0.1106,0.1396,85.2,7.3,36.0
2025-07-03T09:55:56.975583,3.71,0.0913,0.1192,85.2,6.2,36.0
2025-07-03T09:55:57.240371,3.71,0.0961,0.1046,85.2,5.6,6.0
2025-07-03T09:55:57.489515,3.71,0.0894,0.0976,85.1,8.5,6.0
2025-07-03T09:55:57.770417,3.71,0.094,0.1205,85.2,6.7,6.0
2025-07-03T09:55:58.051568,3.71,0.0986,0.1265,85.3,12.2,6.0
2025-07-03T09:55:58.320125,3.71,0.0915,0.1005,85.2,9.4,8.0
2025-07-03T09:55:58.596950,3.71,0.0897,0.1158,85.2,9.7,8.0
2025-07-03T09:55:58.874227,3.71,0.1102,0.1208,85.2,15.2,8.0
2025-07-03T09:55:59.153859,3.71,0.089,0.118,85.1,11.4,36.0
2025-07-03T09:55:59.403883,3.71,0.0907,0.0991,85.1,8.8,36.0
2025-07-03T09:55:59.668054,3.71,0.0945,0.1025,85.1,12.2,36.0
2025-07-03T09:55:59.947818,3.71,0.0892,0.1155,85.1,7.6,36.0
2025-07-03T09:56:00.212841,3.71,0.1009,0.1109,85.3,10.1,34.0
2025-07-03T09:56:00.491117,3.71,0.0878,0.1179,85.2,7.4,34.0
2025-07-03T09:56:00.755186,3.71,0.0958,0.111,85.1,7.9,34.0
2025-07-03T09:56:01.020205,3.71,0.0922,0.1025,85.1,7.6,34.0
2025-07-03T09:56:01.299763,3.71,0.0908,0.1174,85.1,8.5,34.0
2025-07-03T09:56:01.564087,3.71,0.0937,0.1037,85.1,16.4,34.0
2025-07-03T09:56:01.857732,3.71,0.0884,0.1174,85.1,14.3,34.0
2025-07-03T09:56:02.122079,3.71,0.0882,0.097,85.1,10.5,34.0
2025-07-03T09:56:02.386386,3.71,0.0958,0.1035,85.2,12.6,36.0
2025-07-03T09:56:02.680567,3.71,0.0941,0.1278,85.1,8.4,36.0
2025-07-03T09:56:02.945762,3.71,0.0886,0.0976,85.1,6.2,36.0
2025-07-03T09:56:03.240238,3.71,0.0924,0.1218,85.1,6.6,36.0
2025-07-03T09:56:03.519448,3.71,0.0954,0.1244,85.1,9.4,36.0
2025-07-03T09:56:03.786659,3.71,0.0945,0.1042,85.1,12.2,36.0
2025-07-03T09:56:04.094405,3.71,0.0905,0.1179,85.2,11.1,36.0
